"industry","gender","condition","age","time_code","value","unit"
"全産業","総数","完全失業者","15歳以上","1974-02",1.6,"％"
"全産業","総数","完全失業者","15歳以上","1974-03",1.7,"％"
"全産業","総数","完全失業者","15歳以上","1974-04",1.3,"％"
"全産業","総数","完全失業者","15歳以上","1974-05",1.2,"％"
"全産業","総数","完全失業者","15歳以上","1974-06",1.2,"％"
"全産業","総数","完全失業者","15歳以上","1974-07",1.1,"％"
"全産業","総数","完全失業者","15歳以上","1974-08",1.4,"％"
"全産業","総数","完全失業者","15歳以上","1974-09",1.3,"％"
"全産業","総数","完全失業者","15歳以上","1974-10",1.4,"％"
"全産業","総数","完全失業者","15歳以上","1974-11",1.3,"％"
"全産業","総数","完全失業者","15歳以上","1974-12",1.6,"％"
"全産業","総数","完全失業者","15歳以上","1975-01",2,"％"
"全産業","総数","完全失業者","15歳以上","1975-02",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1975-03",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1975-04",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1975-05",1.7,"％"
"全産業","総数","完全失業者","15歳以上","1975-06",1.7,"％"
"全産業","総数","完全失業者","15歳以上","1975-07",1.6,"％"
"全産業","総数","完全失業者","15歳以上","1975-08",1.8,"％"
"全産業","総数","完全失業者","15歳以上","1975-09",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1975-10",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1975-11",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1975-12",2,"％"
"全産業","総数","完全失業者","15歳以上","1976-01",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1976-02",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1976-03",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1976-04",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1976-05",2,"％"
"全産業","総数","完全失業者","15歳以上","1976-06",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1976-07",1.8,"％"
"全産業","総数","完全失業者","15歳以上","1976-08",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1976-09",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1976-10",1.8,"％"
"全産業","総数","完全失業者","15歳以上","1976-11",1.8,"％"
"全産業","総数","完全失業者","15歳以上","1976-12",1.7,"％"
"全産業","総数","完全失業者","15歳以上","1977-01",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1977-02",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1977-03",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1977-04",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1977-05",2,"％"
"全産業","総数","完全失業者","15歳以上","1977-06",2,"％"
"全産業","総数","完全失業者","15歳以上","1977-07",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1977-08",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1977-09",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1977-10",1.8,"％"
"全産業","総数","完全失業者","15歳以上","1977-11",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1977-12",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1978-01",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1978-02",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1978-03",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1978-04",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1978-05",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1978-06",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1978-07",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1978-08",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1978-09",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1978-10",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1978-11",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1978-12",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1979-01",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1979-02",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1979-03",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1979-04",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1979-05",2,"％"
"全産業","総数","完全失業者","15歳以上","1979-06",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1979-07",2,"％"
"全産業","総数","完全失業者","15歳以上","1979-08",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1979-09",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1979-10",2,"％"
"全産業","総数","完全失業者","15歳以上","1979-11",2,"％"
"全産業","総数","完全失業者","15歳以上","1979-12",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1980-01",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1980-02",2,"％"
"全産業","総数","完全失業者","15歳以上","1980-03",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1980-04",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1980-05",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1980-06",1.8,"％"
"全産業","総数","完全失業者","15歳以上","1980-07",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1980-08",2,"％"
"全産業","総数","完全失業者","15歳以上","1980-09",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1980-10",2,"％"
"全産業","総数","完全失業者","15歳以上","1980-11",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1980-12",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1981-01",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1981-02",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1981-03",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1981-04",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1981-05",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1981-06",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1981-07",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1981-08",2,"％"
"全産業","総数","完全失業者","15歳以上","1981-09",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1981-10",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1981-11",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1981-12",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1982-01",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1982-02",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1982-03",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1982-04",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1982-05",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1982-06",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1982-07",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1982-08",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1982-09",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1982-10",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1982-11",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1982-12",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1983-01",2.8,"％"
"全産業","総数","完全失業者","15歳以上","1983-02",2.9,"％"
"全産業","総数","完全失業者","15歳以上","1983-03",3,"％"
"全産業","総数","完全失業者","15歳以上","1983-04",2.9,"％"
"全産業","総数","完全失業者","15歳以上","1983-05",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1983-06",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1983-07",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1983-08",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1983-09",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1983-10",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1983-11",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1983-12",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1984-01",2.9,"％"
"全産業","総数","完全失業者","15歳以上","1984-02",3,"％"
"全産業","総数","完全失業者","15歳以上","1984-03",3.1,"％"
"全産業","総数","完全失業者","15歳以上","1984-04",2.8,"％"
"全産業","総数","完全失業者","15歳以上","1984-05",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1984-06",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1984-07",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1984-08",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1984-09",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1984-10",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1984-11",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1984-12",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1985-01",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1985-02",2.8,"％"
"全産業","総数","完全失業者","15歳以上","1985-03",3,"％"
"全産業","総数","完全失業者","15歳以上","1985-04",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1985-05",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1985-06",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1985-07",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1985-08",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1985-09",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1985-10",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1985-11",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1985-12",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1986-01",2.8,"％"
"全産業","総数","完全失業者","15歳以上","1986-02",2.8,"％"
"全産業","総数","完全失業者","15歳以上","1986-03",3.1,"％"
"全産業","総数","完全失業者","15歳以上","1986-04",3,"％"
"全産業","総数","完全失業者","15歳以上","1986-05",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1986-06",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1986-07",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1986-08",2.8,"％"
"全産業","総数","完全失業者","15歳以上","1986-09",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1986-10",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1986-11",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1986-12",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1987-01",3.1,"％"
"全産業","総数","完全失業者","15歳以上","1987-02",3.2,"％"
"全産業","総数","完全失業者","15歳以上","1987-03",3.2,"％"
"全産業","総数","完全失業者","15歳以上","1987-04",3.1,"％"
"全産業","総数","完全失業者","15歳以上","1987-05",3.1,"％"
"全産業","総数","完全失業者","15歳以上","1987-06",2.9,"％"
"全産業","総数","完全失業者","15歳以上","1987-07",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1987-08",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1987-09",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1987-10",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1987-11",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1987-12",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1988-01",2.8,"％"
"全産業","総数","完全失業者","15歳以上","1988-02",2.9,"％"
"全産業","総数","完全失業者","15歳以上","1988-03",3,"％"
"全産業","総数","完全失業者","15歳以上","1988-04",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1988-05",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1988-06",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1988-07",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1988-08",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1988-09",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1988-10",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1988-11",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1988-12",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1989-01",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1989-02",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1989-03",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1989-04",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1989-05",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1989-06",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1989-07",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1989-08",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1989-09",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1989-10",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1989-11",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1989-12",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1990-01",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1990-02",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1990-03",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1990-04",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1990-05",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1990-06",2,"％"
"全産業","総数","完全失業者","15歳以上","1990-07",2,"％"
"全産業","総数","完全失業者","15歳以上","1990-08",2,"％"
"全産業","総数","完全失業者","15歳以上","1990-09",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1990-10",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1990-11",2,"％"
"全産業","総数","完全失業者","15歳以上","1990-12",1.9,"％"
"全産業","総数","完全失業者","15歳以上","1991-01",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1991-02",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1991-03",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1991-04",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1991-05",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1991-06",2,"％"
"全産業","総数","完全失業者","15歳以上","1991-07",2,"％"
"全産業","総数","完全失業者","15歳以上","1991-08",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1991-09",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1991-10",2,"％"
"全産業","総数","完全失業者","15歳以上","1991-11",2,"％"
"全産業","総数","完全失業者","15歳以上","1991-12",2,"％"
"全産業","総数","完全失業者","15歳以上","1992-01",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1992-02",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1992-03",2.3,"％"
"全産業","総数","完全失業者","15歳以上","1992-04",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1992-05",2.1,"％"
"全産業","総数","完全失業者","15歳以上","1992-06",2,"％"
"全産業","総数","完全失業者","15歳以上","1992-07",2,"％"
"全産業","総数","完全失業者","15歳以上","1992-08",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1992-09",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1992-10",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1992-11",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1992-12",2.2,"％"
"全産業","総数","完全失業者","15歳以上","1993-01",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1993-02",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1993-03",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1993-04",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1993-05",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1993-06",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1993-07",2.4,"％"
"全産業","総数","完全失業者","15歳以上","1993-08",2.5,"％"
"全産業","総数","完全失業者","15歳以上","1993-09",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1993-10",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1993-11",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1993-12",2.6,"％"
"全産業","総数","完全失業者","15歳以上","1994-01",2.8,"％"
"全産業","総数","完全失業者","15歳以上","1994-02",3,"％"
"全産業","総数","完全失業者","15歳以上","1994-03",3.2,"％"
"全産業","総数","完全失業者","15歳以上","1994-04",2.9,"％"
"全産業","総数","完全失業者","15歳以上","1994-05",2.8,"％"
"全産業","総数","完全失業者","15歳以上","1994-06",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1994-07",2.8,"％"
"全産業","総数","完全失業者","15歳以上","1994-08",3,"％"
"全産業","総数","完全失業者","15歳以上","1994-09",3,"％"
"全産業","総数","完全失業者","15歳以上","1994-10",3,"％"
"全産業","総数","完全失業者","15歳以上","1994-11",2.8,"％"
"全産業","総数","完全失業者","15歳以上","1994-12",2.7,"％"
"全産業","総数","完全失業者","15歳以上","1995-01",3,"％"
"全産業","総数","完全失業者","15歳以上","1995-02",3.1,"％"
"全産業","総数","完全失業者","15歳以上","1995-03",3.3,"％"
"全産業","総数","完全失業者","15歳以上","1995-04",3.2,"％"
"全産業","総数","完全失業者","15歳以上","1995-05",3.1,"％"
"全産業","総数","完全失業者","15歳以上","1995-06",3,"％"
"全産業","総数","完全失業者","15歳以上","1995-07",3,"％"
"全産業","総数","完全失業者","15歳以上","1995-08",3.2,"％"
"全産業","総数","完全失業者","15歳以上","1995-09",3.2,"％"
"全産業","総数","完全失業者","15歳以上","1995-10",3.2,"％"
"全産業","総数","完全失業者","15歳以上","1995-11",3.3,"％"
"全産業","総数","完全失業者","15歳以上","1995-12",3.2,"％"
"全産業","総数","完全失業者","15歳以上","1996-01",3.5,"％"
"全産業","総数","完全失業者","15歳以上","1996-02",3.4,"％"
"全産業","総数","完全失業者","15歳以上","1996-03",3.5,"％"
"全産業","総数","完全失業者","15歳以上","1996-04",3.5,"％"
"全産業","総数","完全失業者","15歳以上","1996-05",3.5,"％"
"全産業","総数","完全失業者","15歳以上","1996-06",3.3,"％"
"全産業","総数","完全失業者","15歳以上","1996-07",3.2,"％"
"全産業","総数","完全失業者","15歳以上","1996-08",3.3,"％"
"全産業","総数","完全失業者","15歳以上","1996-09",3.3,"％"
"全産業","総数","完全失業者","15歳以上","1996-10",3.4,"％"
"全産業","総数","完全失業者","15歳以上","1996-11",3.2,"％"
"全産業","総数","完全失業者","15歳以上","1996-12",3.1,"％"
"全産業","総数","完全失業者","15歳以上","1997-01",3.3,"％"
"全産業","総数","完全失業者","15歳以上","1997-02",3.5,"％"
"全産業","総数","完全失業者","15歳以上","1997-03",3.5,"％"
"全産業","総数","完全失業者","15歳以上","1997-04",3.4,"％"
"全産業","総数","完全失業者","15歳以上","1997-05",3.5,"％"
"全産業","総数","完全失業者","15歳以上","1997-06",3.3,"％"
"全産業","総数","完全失業者","15歳以上","1997-07",3.3,"％"
"全産業","総数","完全失業者","15歳以上","1997-08",3.4,"％"
"全産業","総数","完全失業者","15歳以上","1997-09",3.5,"％"
"全産業","総数","完全失業者","15歳以上","1997-10",3.5,"％"
"全産業","総数","完全失業者","15歳以上","1997-11",3.4,"％"
"全産業","総数","完全失業者","15歳以上","1997-12",3.2,"％"
"全産業","総数","完全失業者","15歳以上","1998-01",3.6,"％"
"全産業","総数","完全失業者","15歳以上","1998-02",3.7,"％"
"全産業","総数","完全失業者","15歳以上","1998-03",4.1,"％"
"全産業","総数","完全失業者","15歳以上","1998-04",4.3,"％"
"全産業","総数","完全失業者","15歳以上","1998-05",4.3,"％"
"全産業","総数","完全失業者","15歳以上","1998-06",4.1,"％"
"全産業","総数","完全失業者","15歳以上","1998-07",3.9,"％"
"全産業","総数","完全失業者","15歳以上","1998-08",4.3,"％"
"全産業","総数","完全失業者","15歳以上","1998-09",4.3,"％"
"全産業","総数","完全失業者","15歳以上","1998-10",4.3,"％"
"全産業","総数","完全失業者","15歳以上","1998-11",4.3,"％"
"全産業","総数","完全失業者","15歳以上","1998-12",4.1,"％"
"全産業","総数","完全失業者","15歳以上","1999-01",4.5,"％"
"全産業","総数","完全失業者","15歳以上","1999-02",4.7,"％"
"全産業","総数","完全失業者","15歳以上","1999-03",5,"％"
"全産業","総数","完全失業者","15歳以上","1999-04",5,"％"
"全産業","総数","完全失業者","15歳以上","1999-05",4.9,"％"
"全産業","総数","完全失業者","15歳以上","1999-06",4.8,"％"
"全産業","総数","完全失業者","15歳以上","1999-07",4.7,"％"
"全産業","総数","完全失業者","15歳以上","1999-08",4.7,"％"
"全産業","総数","完全失業者","15歳以上","1999-09",4.6,"％"
"全産業","総数","完全失業者","15歳以上","1999-10",4.6,"％"
"全産業","総数","完全失業者","15歳以上","1999-11",4.4,"％"
"全産業","総数","完全失業者","15歳以上","1999-12",4.3,"％"
"全産業","総数","完全失業者","15歳以上","2000-01",4.6,"％"
"全産業","総数","完全失業者","15歳以上","2000-02",4.9,"％"
"全産業","総数","完全失業者","15歳以上","2000-03",5.2,"％"
"全産業","総数","完全失業者","15歳以上","2000-04",5.1,"％"
"全産業","総数","完全失業者","15歳以上","2000-05",4.8,"％"
"全産業","総数","完全失業者","15歳以上","2000-06",4.7,"％"
"全産業","総数","完全失業者","15歳以上","2000-07",4.5,"％"
"全産業","総数","完全失業者","15歳以上","2000-08",4.6,"％"
"全産業","総数","完全失業者","15歳以上","2000-09",4.7,"％"
"全産業","総数","完全失業者","15歳以上","2000-10",4.6,"％"
"全産業","総数","完全失業者","15歳以上","2000-11",4.5,"％"
"全産業","総数","完全失業者","15歳以上","2000-12",4.4,"％"
"全産業","総数","完全失業者","15歳以上","2001-01",4.7,"％"
"全産業","総数","完全失業者","15歳以上","2001-02",4.8,"％"
"全産業","総数","完全失業者","15歳以上","2001-03",5.1,"％"
"全産業","総数","完全失業者","15歳以上","2001-04",5.1,"％"
"全産業","総数","完全失業者","15歳以上","2001-05",5.1,"％"
"全産業","総数","完全失業者","15歳以上","2001-06",5,"％"
"全産業","総数","完全失業者","15歳以上","2001-07",4.9,"％"
"全産業","総数","完全失業者","15歳以上","2001-08",5,"％"
"全産業","総数","完全失業者","15歳以上","2001-09",5.3,"％"
"全産業","総数","完全失業者","15歳以上","2001-10",5.2,"％"
"全産業","総数","完全失業者","15歳以上","2001-11",5.2,"％"
"全産業","総数","完全失業者","15歳以上","2001-12",5,"％"
"全産業","総数","完全失業者","15歳以上","2002-01",5.2,"％"
"全産業","総数","完全失業者","15歳以上","2002-02",5.4,"％"
"全産業","総数","完全失業者","15歳以上","2002-03",5.7,"％"
"全産業","総数","完全失業者","15歳以上","2002-04",5.6,"％"
"全産業","総数","完全失業者","15歳以上","2002-05",5.6,"％"
"全産業","総数","完全失業者","15歳以上","2002-06",5.5,"％"
"全産業","総数","完全失業者","15歳以上","2002-07",5.2,"％"
"全産業","総数","完全失業者","15歳以上","2002-08",5.4,"％"
"全産業","総数","完全失業者","15歳以上","2002-09",5.4,"％"
"全産業","総数","完全失業者","15歳以上","2002-10",5.4,"％"
"全産業","総数","完全失業者","15歳以上","2002-11",5.1,"％"
"全産業","総数","完全失業者","15歳以上","2002-12",5,"％"
"全産業","総数","完全失業者","15歳以上","2003-01",5.4,"％"
"全産業","総数","完全失業者","15歳以上","2003-02",5.3,"％"
"全産業","総数","完全失業者","15歳以上","2003-03",5.8,"％"
"全産業","総数","完全失業者","15歳以上","2003-04",5.8,"％"
"全産業","総数","完全失業者","15歳以上","2003-05",5.6,"％"
"全産業","総数","完全失業者","15歳以上","2003-06",5.3,"％"
