"industry","gender","condition","age","time_code","value","unit"
"全産業","総数","完全失業者","15歳以上","1975-09",100,"万人"
"全産業","総数","完全失業者","15歳以上","1975-10",104,"万人"
"全産業","総数","完全失業者","15歳以上","1975-11",99,"万人"
"全産業","総数","完全失業者","15歳以上","1975-12",106,"万人"
"全産業","総数","完全失業者","15歳以上","1976-01",125,"万人"
"全産業","総数","完全失業者","15歳以上","1976-02",126,"万人"
"全産業","総数","完全失業者","15歳以上","1976-03",126,"万人"
"全産業","総数","完全失業者","15歳以上","1976-04",114,"万人"
"全産業","総数","完全失業者","15歳以上","1976-05",107,"万人"
"全産業","総数","完全失業者","15歳以上","1976-06",104,"万人"
"全産業","総数","完全失業者","15歳以上","1976-07",99,"万人"
"全産業","総数","完全失業者","15歳以上","1976-08",103,"万人"
"全産業","総数","完全失業者","15歳以上","1976-09",101,"万人"
"全産業","総数","完全失業者","15歳以上","1976-10",100,"万人"
"全産業","総数","完全失業者","15歳以上","1976-11",97,"万人"
"全産業","総数","完全失業者","15歳以上","1976-12",92,"万人"
"全産業","総数","完全失業者","15歳以上","1977-01",114,"万人"
"全産業","総数","完全失業者","15歳以上","1977-02",122,"万人"
"全産業","総数","完全失業者","15歳以上","1977-03",127,"万人"
"全産業","総数","完全失業者","15歳以上","1977-04",106,"万人"
"全産業","総数","完全失業者","15歳以上","1977-05",109,"万人"
"全産業","総数","完全失業者","15歳以上","1977-06",111,"万人"
"全産業","総数","完全失業者","15歳以上","1977-07",105,"万人"
"全産業","総数","完全失業者","15歳以上","1977-08",106,"万人"
"全産業","総数","完全失業者","15歳以上","1977-09",105,"万人"
"全産業","総数","完全失業者","15歳以上","1977-10",100,"万人"
"全産業","総数","完全失業者","15歳以上","1977-11",103,"万人"
"全産業","総数","完全失業者","15歳以上","1977-12",111,"万人"
"全産業","総数","完全失業者","15歳以上","1978-01",126,"万人"
"全産業","総数","完全失業者","15歳以上","1978-02",136,"万人"
"全産業","総数","完全失業者","15歳以上","1978-03",141,"万人"
"全産業","総数","完全失業者","15歳以上","1978-04",123,"万人"
"全産業","総数","完全失業者","15歳以上","1978-05",123,"万人"
"全産業","総数","完全失業者","15歳以上","1978-06",126,"万人"
"全産業","総数","完全失業者","15歳以上","1978-07",115,"万人"
"全産業","総数","完全失業者","15歳以上","1978-08",121,"万人"
"全産業","総数","完全失業者","15歳以上","1978-09",125,"万人"
"全産業","総数","完全失業者","15歳以上","1978-10",117,"万人"
"全産業","総数","完全失業者","15歳以上","1978-11",116,"万人"
"全産業","総数","完全失業者","15歳以上","1978-12",116,"万人"
"全産業","総数","完全失業者","15歳以上","1979-01",127,"万人"
"全産業","総数","完全失業者","15歳以上","1979-02",121,"万人"
"全産業","総数","完全失業者","15歳以上","1979-03",135,"万人"
"全産業","総数","完全失業者","15歳以上","1979-04",124,"万人"
"全産業","総数","完全失業者","15歳以上","1979-05",111,"万人"
"全産業","総数","完全失業者","15歳以上","1979-06",111,"万人"
"全産業","総数","完全失業者","15歳以上","1979-07",116,"万人"
"全産業","総数","完全失業者","15歳以上","1979-08",118,"万人"
"全産業","総数","完全失業者","15歳以上","1979-09",108,"万人"
"全産業","総数","完全失業者","15歳以上","1979-10",111,"万人"
"全産業","総数","完全失業者","15歳以上","1979-11",111,"万人"
"全産業","総数","完全失業者","15歳以上","1979-12",107,"万人"
"全産業","総数","完全失業者","15歳以上","1980-01",113,"万人"
"全産業","総数","完全失業者","15歳以上","1980-02",111,"万人"
"全産業","総数","完全失業者","15歳以上","1980-03",124,"万人"
"全産業","総数","完全失業者","15歳以上","1980-04",118,"万人"
"全産業","総数","完全失業者","15歳以上","1980-05",109,"万人"
"全産業","総数","完全失業者","15歳以上","1980-06",105,"万人"
"全産業","総数","完全失業者","15歳以上","1980-07",112,"万人"
"全産業","総数","完全失業者","15歳以上","1980-08",115,"万人"
"全産業","総数","完全失業者","15歳以上","1980-09",109,"万人"
"全産業","総数","完全失業者","15歳以上","1980-10",113,"万人"
"全産業","総数","完全失業者","15歳以上","1980-11",121,"万人"
"全産業","総数","完全失業者","15歳以上","1980-12",118,"万人"
"全産業","総数","完全失業者","15歳以上","1981-01",123,"万人"
"全産業","総数","完全失業者","15歳以上","1981-02",135,"万人"
"全産業","総数","完全失業者","15歳以上","1981-03",142,"万人"
"全産業","総数","完全失業者","15歳以上","1981-04",137,"万人"
"全産業","総数","完全失業者","15歳以上","1981-05",132,"万人"
"全産業","総数","完全失業者","15歳以上","1981-06",126,"万人"
"全産業","総数","完全失業者","15歳以上","1981-07",121,"万人"
"全産業","総数","完全失業者","15歳以上","1981-08",115,"万人"
"全産業","総数","完全失業者","15歳以上","1981-09",120,"万人"
"全産業","総数","完全失業者","15歳以上","1981-10",122,"万人"
"全産業","総数","完全失業者","15歳以上","1981-11",119,"万人"
"全産業","総数","完全失業者","15歳以上","1981-12",119,"万人"
"全産業","総数","完全失業者","15歳以上","1982-01",131,"万人"
"全産業","総数","完全失業者","15歳以上","1982-02",135,"万人"
"全産業","総数","完全失業者","15歳以上","1982-03",147,"万人"
"全産業","総数","完全失業者","15歳以上","1982-04",143,"万人"
"全産業","総数","完全失業者","15歳以上","1982-05",134,"万人"
"全産業","総数","完全失業者","15歳以上","1982-06",137,"万人"
"全産業","総数","完全失業者","15歳以上","1982-07",132,"万人"
"全産業","総数","完全失業者","15歳以上","1982-08",130,"万人"
"全産業","総数","完全失業者","15歳以上","1982-09",134,"万人"
"全産業","総数","完全失業者","15歳以上","1982-10",139,"万人"
"全産業","総数","完全失業者","15歳以上","1982-11",134,"万人"
"全産業","総数","完全失業者","15歳以上","1982-12",135,"万人"
"全産業","総数","完全失業者","15歳以上","1983-01",162,"万人"
"全産業","総数","完全失業者","15歳以上","1983-02",165,"万人"
"全産業","総数","完全失業者","15歳以上","1983-03",172,"万人"
"全産業","総数","完全失業者","15歳以上","1983-04",170,"万人"
"全産業","総数","完全失業者","15歳以上","1983-05",158,"万人"
"全産業","総数","完全失業者","15歳以上","1983-06",148,"万人"
"全産業","総数","完全失業者","15歳以上","1983-07",144,"万人"
"全産業","総数","完全失業者","15歳以上","1983-08",158,"万人"
"全産業","総数","完全失業者","15歳以上","1983-09",157,"万人"
"全産業","総数","完全失業者","15歳以上","1983-10",149,"万人"
"全産業","総数","完全失業者","15歳以上","1983-11",147,"万人"
"全産業","総数","完全失業者","15歳以上","1983-12",143,"万人"
"全産業","総数","完全失業者","15歳以上","1984-01",165,"万人"
"全産業","総数","完全失業者","15歳以上","1984-02",171,"万人"
"全産業","総数","完全失業者","15歳以上","1984-03",178,"万人"
"全産業","総数","完全失業者","15歳以上","1984-04",168,"万人"
"全産業","総数","完全失業者","15歳以上","1984-05",160,"万人"
"全産業","総数","完全失業者","15歳以上","1984-06",163,"万人"
"全産業","総数","完全失業者","15歳以上","1984-07",157,"万人"
"全産業","総数","完全失業者","15歳以上","1984-08",157,"万人"
"全産業","総数","完全失業者","15歳以上","1984-09",159,"万人"
"全産業","総数","完全失業者","15歳以上","1984-10",159,"万人"
"全産業","総数","完全失業者","15歳以上","1984-11",151,"万人"
"全産業","総数","完全失業者","15歳以上","1984-12",142,"万人"
"全産業","総数","完全失業者","15歳以上","1985-01",152,"万人"
"全産業","総数","完全失業者","15歳以上","1985-02",164,"万人"
"全産業","総数","完全失業者","15歳以上","1985-03",174,"万人"
"全産業","総数","完全失業者","15歳以上","1985-04",157,"万人"
"全産業","総数","完全失業者","15歳以上","1985-05",153,"万人"
"全産業","総数","完全失業者","15歳以上","1985-06",153,"万人"
"全産業","総数","完全失業者","15歳以上","1985-07",145,"万人"
"全産業","総数","完全失業者","15歳以上","1985-08",148,"万人"
"全産業","総数","完全失業者","15歳以上","1985-09",158,"万人"
"全産業","総数","完全失業者","15歳以上","1985-10",159,"万人"
"全産業","総数","完全失業者","15歳以上","1985-11",159,"万人"
"全産業","総数","完全失業者","15歳以上","1985-12",154,"万人"
"全産業","総数","完全失業者","15歳以上","1986-01",165,"万人"
"全産業","総数","完全失業者","15歳以上","1986-02",164,"万人"
"全産業","総数","完全失業者","15歳以上","1986-03",183,"万人"
"全産業","総数","完全失業者","15歳以上","1986-04",182,"万人"
"全産業","総数","完全失業者","15歳以上","1986-05",162,"万人"
"全産業","総数","完全失業者","15歳以上","1986-06",161,"万人"
"全産業","総数","完全失業者","15歳以上","1986-07",167,"万人"
"全産業","総数","完全失業者","15歳以上","1986-08",169,"万人"
"全産業","総数","完全失業者","15歳以上","1986-09",167,"万人"
"全産業","総数","完全失業者","15歳以上","1986-10",161,"万人"
"全産業","総数","完全失業者","15歳以上","1986-11",159,"万人"
"全産業","総数","完全失業者","15歳以上","1986-12",161,"万人"
"全産業","総数","完全失業者","15歳以上","1987-01",182,"万人"
"全産業","総数","完全失業者","15歳以上","1987-02",186,"万人"
"全産業","総数","完全失業者","15歳以上","1987-03",194,"万人"
"全産業","総数","完全失業者","15歳以上","1987-04",190,"万人"
"全産業","総数","完全失業者","15歳以上","1987-05",191,"万人"
"全産業","総数","完全失業者","15歳以上","1987-06",176,"万人"
"全産業","総数","完全失業者","15歳以上","1987-07",159,"万人"
"全産業","総数","完全失業者","15歳以上","1987-08",166,"万人"
"全産業","総数","完全失業者","15歳以上","1987-09",166,"万人"
"全産業","総数","完全失業者","15歳以上","1987-10",162,"万人"
"全産業","総数","完全失業者","15歳以上","1987-11",156,"万人"
"全産業","総数","完全失業者","15歳以上","1987-12",150,"万人"
"全産業","総数","完全失業者","15歳以上","1988-01",168,"万人"
"全産業","総数","完全失業者","15歳以上","1988-02",173,"万人"
"全産業","総数","完全失業者","15歳以上","1988-03",180,"万人"
"全産業","総数","完全失業者","15歳以上","1988-04",166,"万人"
"全産業","総数","完全失業者","15歳以上","1988-05",156,"万人"
"全産業","総数","完全失業者","15歳以上","1988-06",144,"万人"
"全産業","総数","完全失業者","15歳以上","1988-07",148,"万人"
"全産業","総数","完全失業者","15歳以上","1988-08",157,"万人"
"全産業","総数","完全失業者","15歳以上","1988-09",151,"万人"
"全産業","総数","完全失業者","15歳以上","1988-10",146,"万人"
"全産業","総数","完全失業者","15歳以上","1988-11",141,"万人"
"全産業","総数","完全失業者","15歳以上","1988-12",134,"万人"
"全産業","総数","完全失業者","15歳以上","1989-01",146,"万人"
"全産業","総数","完全失業者","15歳以上","1989-02",151,"万人"
"全産業","総数","完全失業者","15歳以上","1989-03",163,"万人"
"全産業","総数","完全失業者","15歳以上","1989-04",156,"万人"
"全産業","総数","完全失業者","15歳以上","1989-05",150,"万人"
"全産業","総数","完全失業者","15歳以上","1989-06",134,"万人"
"全産業","総数","完全失業者","15歳以上","1989-07",132,"万人"
"全産業","総数","完全失業者","15歳以上","1989-08",140,"万人"
"全産業","総数","完全失業者","15歳以上","1989-09",138,"万人"
"全産業","総数","完全失業者","15歳以上","1989-10",137,"万人"
"全産業","総数","完全失業者","15歳以上","1989-11",133,"万人"
"全産業","総数","完全失業者","15歳以上","1989-12",122,"万人"
"全産業","総数","完全失業者","15歳以上","1990-01",141,"万人"
"全産業","総数","完全失業者","15歳以上","1990-02",142,"万人"
"全産業","総数","完全失業者","15歳以上","1990-03",141,"万人"
"全産業","総数","完全失業者","15歳以上","1990-04",141,"万人"
"全産業","総数","完全失業者","15歳以上","1990-05",136,"万人"
"全産業","総数","完全失業者","15歳以上","1990-06",132,"万人"
"全産業","総数","完全失業者","15歳以上","1990-07",126,"万人"
"全産業","総数","完全失業者","15歳以上","1990-08",130,"万人"
"全産業","総数","完全失業者","15歳以上","1990-09",138,"万人"
"全産業","総数","完全失業者","15歳以上","1990-10",139,"万人"
"全産業","総数","完全失業者","15歳以上","1990-11",126,"万人"
"全産業","総数","完全失業者","15歳以上","1990-12",119,"万人"
"全産業","総数","完全失業者","15歳以上","1991-01",133,"万人"
"全産業","総数","完全失業者","15歳以上","1991-02",136,"万人"
"全産業","総数","完全失業者","15歳以上","1991-03",154,"万人"
"全産業","総数","完全失業者","15歳以上","1991-04",145,"万人"
"全産業","総数","完全失業者","15歳以上","1991-05",136,"万人"
"全産業","総数","完全失業者","15歳以上","1991-06",132,"万人"
"全産業","総数","完全失業者","15歳以上","1991-07",133,"万人"
"全産業","総数","完全失業者","15歳以上","1991-08",139,"万人"
"全産業","総数","完全失業者","15歳以上","1991-09",141,"万人"
"全産業","総数","完全失業者","15歳以上","1991-10",132,"万人"
"全産業","総数","完全失業者","15歳以上","1991-11",131,"万人"
"全産業","総数","完全失業者","15歳以上","1991-12",127,"万人"
"全産業","総数","完全失業者","15歳以上","1992-01",141,"万人"
"全産業","総数","完全失業者","15歳以上","1992-02",137,"万人"
"全産業","総数","完全失業者","15歳以上","1992-03",151,"万人"
"全産業","総数","完全失業者","15歳以上","1992-04",141,"万人"
"全産業","総数","完全失業者","15歳以上","1992-05",142,"万人"
"全産業","総数","完全失業者","15歳以上","1992-06",133,"万人"
"全産業","総数","完全失業者","15歳以上","1992-07",134,"万人"
"全産業","総数","完全失業者","15歳以上","1992-08",144,"万人"
"全産業","総数","完全失業者","15歳以上","1992-09",147,"万人"
"全産業","総数","完全失業者","15歳以上","1992-10",145,"万人"
"全産業","総数","完全失業者","15歳以上","1992-11",146,"万人"
"全産業","総数","完全失業者","15歳以上","1992-12",144,"万人"
"全産業","総数","完全失業者","15歳以上","1993-01",152,"万人"
"全産業","総数","完全失業者","15歳以上","1993-02",157,"万人"
"全産業","総数","完全失業者","15歳以上","1993-03",168,"万人"
"全産業","総数","完全失業者","15歳以上","1993-04",157,"万人"
"全産業","総数","完全失業者","15歳以上","1993-05",169,"万人"
"全産業","総数","完全失業者","15歳以上","1993-06",159,"万人"
"全産業","総数","完全失業者","15歳以上","1993-07",159,"万人"
"全産業","総数","完全失業者","15歳以上","1993-08",167,"万人"
"全産業","総数","完全失業者","15歳以上","1993-09",172,"万人"
"全産業","総数","完全失業者","15歳以上","1993-10",176,"万人"
"全産業","総数","完全失業者","15歳以上","1993-11",176,"万人"
"全産業","総数","完全失業者","15歳以上","1993-12",175,"万人"
"全産業","総数","完全失業者","15歳以上","1994-01",184,"万人"
"全産業","総数","完全失業者","15歳以上","1994-02",194,"万人"
"全産業","総数","完全失業者","15歳以上","1994-03",208,"万人"
"全産業","総数","完全失業者","15歳以上","1994-04",194,"万人"
"全産業","総数","完全失業者","15歳以上","1994-05",191,"万人"
"全産業","総数","完全失業者","15歳以上","1994-06",183,"万人"
"全産業","総数","完全失業者","15歳以上","1994-07",188,"万人"
"全産業","総数","完全失業者","15歳以上","1994-08",200,"万人"
"全産業","総数","完全失業者","15歳以上","1994-09",201,"万人"
"全産業","総数","完全失業者","15歳以上","1994-10",199,"万人"
"全産業","総数","完全失業者","15歳以上","1994-11",185,"万人"
"全産業","総数","完全失業者","15歳以上","1994-12",177,"万人"
"全産業","総数","完全失業者","15歳以上","1995-01",196,"万人"
"全産業","総数","完全失業者","15歳以上","1995-02",199,"万人"
"全産業","総数","完全失業者","15歳以上","1995-03",219,"万人"
"全産業","総数","完全失業者","15歳以上","1995-04",214,"万人"
"全産業","総数","完全失業者","15歳以上","1995-05",208,"万人"
"全産業","総数","完全失業者","15歳以上","1995-06",202,"万人"
"全産業","総数","完全失業者","15歳以上","1995-07",202,"万人"
"全産業","総数","完全失業者","15歳以上","1995-08",216,"万人"
"全産業","総数","完全失業者","15歳以上","1995-09",219,"万人"
"全産業","総数","完全失業者","15歳以上","1995-10",214,"万人"
"全産業","総数","完全失業者","15歳以上","1995-11",218,"万人"
"全産業","総数","完全失業者","15歳以上","1995-12",211,"万人"
"全産業","総数","完全失業者","15歳以上","1996-01",230,"万人"
"全産業","総数","完全失業者","15歳以上","1996-02",224,"万人"
"全産業","総数","完全失業者","15歳以上","1996-03",229,"万人"
"全産業","総数","完全失業者","15歳以上","1996-04",235,"万人"
"全産業","総数","完全失業者","15歳以上","1996-05",240,"万人"
"全産業","総数","完全失業者","15歳以上","1996-06",226,"万人"
"全産業","総数","完全失業者","15歳以上","1996-07",221,"万人"
"全産業","総数","完全失業者","15歳以上","1996-08",224,"万人"
"全産業","総数","完全失業者","15歳以上","1996-09",224,"万人"
"全産業","総数","完全失業者","15歳以上","1996-10",227,"万人"
"全産業","総数","完全失業者","15歳以上","1996-11",212,"万人"
"全産業","総数","完全失業者","15歳以上","1996-12",208,"万人"
"全産業","総数","完全失業者","15歳以上","1997-01",222,"万人"
"全産業","総数","完全失業者","15歳以上","1997-02",230,"万人"
"全産業","総数","完全失業者","15歳以上","1997-03",234,"万人"
"全産業","総数","完全失業者","15歳以上","1997-04",231,"万人"
"全産業","総数","完全失業者","15歳以上","1997-05",244,"万人"
"全産業","総数","完全失業者","15歳以上","1997-06",229,"万人"
"全産業","総数","完全失業者","15歳以上","1997-07",224,"万人"
"全産業","総数","完全失業者","15歳以上","1997-08",231,"万人"
"全産業","総数","完全失業者","15歳以上","1997-09",236,"万人"
"全産業","総数","完全失業者","15歳以上","1997-10",236,"万人"
"全産業","総数","完全失業者","15歳以上","1997-11",228,"万人"
"全産業","総数","完全失業者","15歳以上","1997-12",218,"万人"
"全産業","総数","完全失業者","15歳以上","1998-01",238,"万人"
"全産業","総数","完全失業者","15歳以上","1998-02",246,"万人"
"全産業","総数","完全失業者","15歳以上","1998-03",277,"万人"
"全産業","総数","完全失業者","15歳以上","1998-04",290,"万人"
"全産業","総数","完全失業者","15歳以上","1998-05",293,"万人"
"全産業","総数","完全失業者","15歳以上","1998-06",284,"万人"
"全産業","総数","完全失業者","15歳以上","1998-07",270,"万人"
"全産業","総数","完全失業者","15歳以上","1998-08",297,"万人"
"全産業","総数","完全失業者","15歳以上","1998-09",295,"万人"
"全産業","総数","完全失業者","15歳以上","1998-10",290,"万人"
"全産業","総数","完全失業者","15歳以上","1998-11",291,"万人"
"全産業","総数","完全失業者","15歳以上","1998-12",273,"万人"
"全産業","総数","完全失業者","15歳以上","1999-01",298,"万人"
"全産業","総数","完全失業者","15歳以上","1999-02",313,"万人"
"全産業","総数","完全失業者","15歳以上","1999-03",339,"万人"
"全産業","総数","完全失業者","15歳以上","1999-04",342,"万人"
"全産業","総数","完全失業者","15歳以上","1999-05",334,"万人"
"全産業","総数","完全失業者","15歳以上","1999-06",329,"万人"
"全産業","総数","完全失業者","15歳以上","1999-07",319,"万人"
"全産業","総数","完全失業者","15歳以上","1999-08",320,"万人"
"全産業","総数","完全失業者","15歳以上","1999-09",317,"万人"
"全産業","総数","完全失業者","15歳以上","1999-10",311,"万人"
"全産業","総数","完全失業者","15歳以上","1999-11",295,"万人"
"全産業","総数","完全失業者","15歳以上","1999-12",288,"万人"
"全産業","総数","完全失業者","15歳以上","2000-01",309,"万人"
"全産業","総数","完全失業者","15歳以上","2000-02",327,"万人"
"全産業","総数","完全失業者","15歳以上","2000-03",349,"万人"
"全産業","総数","完全失業者","15歳以上","2000-04",346,"万人"
"全産業","総数","完全失業者","15歳以上","2000-05",328,"万人"
"全産業","総数","完全失業者","15歳以上","2000-06",321,"万人"
"全産業","総数","完全失業者","15歳以上","2000-07",307,"万人"
"全産業","総数","完全失業者","15歳以上","2000-08",310,"万人"
"全産業","総数","完全失業者","15歳以上","2000-09",320,"万人"
"全産業","総数","完全失業者","15歳以上","2000-10",314,"万人"
"全産業","総数","完全失業者","15歳以上","2000-11",309,"万人"
"全産業","総数","完全失業者","15歳以上","2000-12",298,"万人"
"全産業","総数","完全失業者","15歳以上","2001-01",317,"万人"
"全産業","総数","完全失業者","15歳以上","2001-02",318,"万人"
"全産業","総数","完全失業者","15歳以上","2001-03",343,"万人"
"全産業","総数","完全失業者","15歳以上","2001-04",348,"万人"
"全産業","総数","完全失業者","15歳以上","2001-05",348,"万人"
"全産業","総数","完全失業者","15歳以上","2001-06",338,"万人"
"全産業","総数","完全失業者","15歳以上","2001-07",330,"万人"
"全産業","総数","完全失業者","15歳以上","2001-08",336,"万人"
"全産業","総数","完全失業者","15歳以上","2001-09",357,"万人"
"全産業","総数","完全失業者","15歳以上","2001-10",352,"万人"
"全産業","総数","完全失業者","15歳以上","2001-11",350,"万人"
"全産業","総数","完全失業者","15歳以上","2001-12",337,"万人"
"全産業","総数","完全失業者","15歳以上","2002-01",344,"万人"
"全産業","総数","完全失業者","15歳以上","2002-02",356,"万人"
"全産業","総数","完全失業者","15歳以上","2002-03",379,"万人"
"全産業","総数","完全失業者","15歳以上","2002-04",375,"万人"
"全産業","総数","完全失業者","15歳以上","2002-05",375,"万人"
"全産業","総数","完全失業者","15歳以上","2002-06",368,"万人"
"全産業","総数","完全失業者","15歳以上","2002-07",352,"万人"
"全産業","総数","完全失業者","15歳以上","2002-08",361,"万人"
"全産業","総数","完全失業者","15歳以上","2002-09",365,"万人"
"全産業","総数","完全失業者","15歳以上","2002-10",362,"万人"
"全産業","総数","完全失業者","15歳以上","2002-11",338,"万人"
"全産業","総数","完全失業者","15歳以上","2002-12",331,"万人"
"全産業","総数","完全失業者","15歳以上","2003-01",357,"万人"
"全産業","総数","完全失業者","15歳以上","2003-02",349,"万人"
"全産業","総数","完全失業者","15歳以上","2003-03",384,"万人"
"全産業","総数","完全失業者","15歳以上","2003-04",385,"万人"
"全産業","総数","完全失業者","15歳以上","2003-05",375,"万人"
"全産業","総数","完全失業者","15歳以上","2003-06",361,"万人"
"全産業","総数","完全失業者","15歳以上","2003-07",342,"万人"
"全産業","総数","完全失業者","15歳以上","2003-08",333,"万人"
"全産業","総数","完全失業者","15歳以上","2003-09",346,"万人"
"全産業","総数","完全失業者","15歳以上","2003-10",343,"万人"
"全産業","総数","完全失業者","15歳以上","2003-11",330,"万人"
"全産業","総数","完全失業者","15歳以上","2003-12",300,"万人"
"全産業","総数","完全失業者","15歳以上","2004-01",323,"万人"
"全産業","総数","完全失業者","15歳以上","2004-02",330,"万人"
"全産業","総数","完全失業者","15歳以上","2004-03",333,"万人"
"全産業","総数","完全失業者","15歳以上","2004-04",335,"万人"
